volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
07-liberty-and-governance,20-against-socialism,Against Socialism,"Against Socialism develops the central proposition framed by its subtitle, “Need is not title.”","Prior linked arguments plus chapter steps: What Socialism Means Here; Need, Title, and Coercion; Voluntary Failure Creates No State Title; Redistribution Needs a Jurisdiction",book/07-liberty-and-governance/07-needs-conflicts-and-hard-cases.md; book/07-liberty-and-governance/18-the-corruption-of-compassion.md; book/06-markets-and-money/04-the-price-illusion.md; book/07-liberty-and-governance/21-against-communism.md,Canonical book treatment of Against Socialism: Need is not title.,Does the critique answer the strongest version of its target and apply the manuscript's preferred standard symmetrically?,Adversarial test of the framework,Keep provisionally; review this sequence for consolidation in Phase 2.,1,review
07-liberty-and-governance,21-against-communism,Against Marxist-Leninist Communism,"Against Marxist-Leninist Communism develops the central proposition framed by its subtitle, “The machinery of one-party command.”",Prior linked arguments plus chapter steps: The Narrow Category; The Nervous System of a Society; The Soviet Template; Maoism and Scale,book/02-conditionalism/02-all-truth-is-conditional.md; book/07-liberty-and-governance/20-against-socialism.md; book/06-markets-and-money/04-the-price-illusion.md; book/07-liberty-and-governance/23-the-authoritarian-default.md; book/07-liberty-and-governance/22-against-utopia.md,Canonical book treatment of Against Marxist-Leninist Communism: The machinery of one-party command.,Does the critique answer the strongest version of its target and apply the manuscript's preferred standard symmetrically?,Adversarial test of the framework,Keep provisionally; review this sequence for consolidation in Phase 2.,3,review
07-liberty-and-governance,22-against-utopia,Against Utopia,"Against Utopia develops the central proposition framed by its subtitle, “Closure, optimization, and the Sacrifice Pattern.”","Prior linked arguments plus chapter steps: The Premise Utopia Requires; Normative Finality; Omelas, Reread; Utopia in Motion",book/07-liberty-and-governance/20-against-socialism.md; book/07-liberty-and-governance/21-against-communism.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/04-axionic-agency/12-governance-without-gods.md; book/03-minds-and-machines/32-steelmanning-doom.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/07-liberty-and-governance/27-centrism-as-a-discipline.md,"Canonical book treatment of Against Utopia: Closure, optimization, and the Sacrifice Pattern.",Does the critique answer the strongest version of its target and apply the manuscript's preferred standard symmetrically?,Adversarial test of the framework,Keep provisionally; review this sequence for consolidation in Phase 2.,3,review
07-liberty-and-governance,23-the-authoritarian-default,The Authoritarian Default,"The Authoritarian Default develops the central proposition framed by its subtitle, “Psychology, dynamics, definition.”",Prior linked arguments plus chapter steps: The Instinct for Submission; The Cycle; Three Axes,book/02-conditionalism/02-all-truth-is-conditional.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/10-the-censorship-machine.md; book/07-liberty-and-governance/21-against-communism.md; book/07-liberty-and-governance/27-centrism-as-a-discipline.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/24-why-liberalism-loses.md,"Canonical book treatment of The Authoritarian Default: Psychology, dynamics, definition.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,24-why-liberalism-loses,Why Liberalism Loses,"Why Liberalism Loses develops the central proposition framed by its subtitle, “The structural unpopularity of liberty.”",Prior linked arguments plus chapter steps: The Structural Handicaps; The Political Triangle; Permanent Adolescence; Losing by One's Own Hand,book/07-liberty-and-governance/23-the-authoritarian-default.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md; book/07-liberty-and-governance/19-against-envy.md; book/07-liberty-and-governance/26-words-that-lost-their-teeth.md,Canonical book treatment of Why Liberalism Loses: The structural unpopularity of liberty.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,25-fictions-of-the-collective,Fictions of the Collective,"Fictions of the Collective develops the central proposition framed by its subtitle, “Nations are not agents; interests are not primitives.”",Prior linked arguments plus chapter steps: Interests Are Not Primitives; Nations Are Not Agents; The Vanishing Intersection; How the Fallacy Licenses Harm,book/07-liberty-and-governance/01-the-individualist-premise.md; book/02-conditionalism/17-rationality-without-foundations.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/31-the-hardest-case-defense.md; book/03-minds-and-machines/33-the-politics-of-safety.md; book/07-liberty-and-governance/28-the-conversion-of-coercion.md; book/07-liberty-and-governance/27-centrism-as-a-discipline.md,Canonical book treatment of Fictions of the Collective: Nations are not agents; interests are not primitives.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
07-liberty-and-governance,26-words-that-lost-their-teeth,Words That Lost Their Teeth,"Words That Lost Their Teeth develops the central proposition framed by its subtitle, “Semantic hygiene for political language.”",Prior linked arguments plus chapter steps: Three Socialisms; The Axis That Matters; Why Precision Matters; Doyle's Razor,book/07-liberty-and-governance/20-against-socialism.md; book/07-liberty-and-governance/24-why-liberalism-loses.md; book/07-liberty-and-governance/34-the-admissible-region.md,Canonical book treatment of Words That Lost Their Teeth: Semantic hygiene for political language.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,27-centrism-as-a-discipline,Centrism as a Discipline,"Centrism as a Discipline develops the central proposition framed by its subtitle, “Governance under uncertainty and irreversibility.”","Prior linked arguments plus chapter steps: A Discipline, Not a Demographic; The Shared Error of the Extremes; Society as an Evolving Ecology; The Variance Distinction",book/07-liberty-and-governance/22-against-utopia.md; book/07-liberty-and-governance/23-the-authoritarian-default.md; book/07-liberty-and-governance/24-why-liberalism-loses.md; book/07-liberty-and-governance/25-fictions-of-the-collective.md; book/07-liberty-and-governance/26-words-that-lost-their-teeth.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/03-minds-and-machines/33-the-politics-of-safety.md; book/07-liberty-and-governance/28-the-conversion-of-coercion.md,Canonical book treatment of Centrism as a Discipline: Governance under uncertainty and irreversibility.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
07-liberty-and-governance,28-the-conversion-of-coercion,The Conversion of Coercion,"The Conversion of Coercion develops the central proposition framed by its subtitle, “Politics as exploit; civilization as its replacement.”",Prior linked arguments plus chapter steps: Politics Is Not Coordination; The Exploit; The Long Conversion; The Hidden Power of Principles,book/07-liberty-and-governance/27-centrism-as-a-discipline.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/25-fictions-of-the-collective.md; book/06-markets-and-money/12-ungovernable-by-design.md; book/07-liberty-and-governance/29-the-archist-axiom.md; book/07-liberty-and-governance/30-anarchy-is-not-chaos.md; book/07-liberty-and-governance/31-the-hardest-case-defense.md; book/07-liberty-and-governance/32-exit-to-protocol.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/07-liberty-and-governance/34-the-admissible-region.md; book/07-liberty-and-governance/35-axiocracy.md,Canonical book treatment of The Conversion of Coercion: Politics as exploit; civilization as its replacement.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,29-the-archist-axiom,The Archist Axiom,"The Archist Axiom develops the central proposition framed by its subtitle, “Coercion does not require monopoly.”",Prior linked arguments plus chapter steps: Archists and Anarchists; What Logic Can and Cannot Settle; Enforcement Without Monopoly; Not the Strawman,book/07-liberty-and-governance/06-rights-are-forged.md; book/07-liberty-and-governance/12-two-kinds-of-law.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/07-needs-conflicts-and-hard-cases.md; book/07-liberty-and-governance/15-restitution-not-retribution.md; book/07-liberty-and-governance/04-extortion-funded-organizations.md; book/06-markets-and-money/08-the-myth-of-underprovision.md; book/07-liberty-and-governance/31-the-hardest-case-defense.md; book/07-liberty-and-governance/30-anarchy-is-not-chaos.md,Canonical book treatment of The Archist Axiom: Coercion does not require monopoly.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,30-anarchy-is-not-chaos,Anarchy Is Not Chaos,"Anarchy Is Not Chaos develops the central proposition framed by its subtitle, “Order without a sovereign, at every scale.”",Prior linked arguments plus chapter steps: What Anarchy Actually Means; The Exit Criterion; The Largest Anarchy in the World; Coordination Mistaken for Sovereignty,book/07-liberty-and-governance/29-the-archist-axiom.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/07-liberty-and-governance/35-axiocracy.md; book/07-liberty-and-governance/13-law-and-power.md; book/07-liberty-and-governance/34-the-admissible-region.md,"Canonical book treatment of Anarchy Is Not Chaos: Order without a sovereign, at every scale.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
07-liberty-and-governance,31-the-hardest-case-defense,The Hardest Case: Defense,"The Hardest Case: Defense develops the central proposition framed by its subtitle, “Protection without sovereignty.”",Prior linked arguments plus chapter steps: The Central Fallacy; War Rewards Command; The Defense Shell; Free Riders and Collaborators,book/07-liberty-and-governance/29-the-archist-axiom.md; book/07-liberty-and-governance/25-fictions-of-the-collective.md; book/04-axionic-agency/12-governance-without-gods.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/13-law-and-power.md; book/07-liberty-and-governance/35-axiocracy.md,Canonical book treatment of The Hardest Case: Defense: Protection without sovereignty.,"Can decentralized defense solve assurance, command, readiness, and free-rider problems at adversarial state scale?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
07-liberty-and-governance,32-exit-to-protocol,Exit to Protocol,"Exit to Protocol develops the central proposition framed by its subtitle, “What governance functions can migrate?.”","Prior linked arguments plus chapter steps: The Architecture of a Non-Coercive Order; Measurable, Comparable, Forkable; The Transition Path; The Migration Is Already Visible",book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/28-the-conversion-of-coercion.md; book/07-liberty-and-governance/31-the-hardest-case-defense.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/07-liberty-and-governance/34-the-admissible-region.md,Canonical book treatment of Exit to Protocol: What governance functions can migrate?.,"What prevents protocol governance from recreating monopoly, territorial lock-in, or coercive standards through network effects?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,33-the-limits-of-leviathan,The Limits of Leviathan,"The Limits of Leviathan develops the central proposition framed by its subtitle, “Scale, evaluability, and the Dominion alternative.”",Prior linked arguments plus chapter steps: Institutional Agency as Evaluability; What Small Coalitions Do Well; The Migration of Interpretation; Leviathan,book/04-axionic-agency/12-governance-without-gods.md; book/07-liberty-and-governance/22-against-utopia.md; book/07-liberty-and-governance/30-anarchy-is-not-chaos.md; book/07-liberty-and-governance/32-exit-to-protocol.md; book/07-liberty-and-governance/35-axiocracy.md,"Canonical book treatment of The Limits of Leviathan: Scale, evaluability, and the Dominion alternative.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
07-liberty-and-governance,34-the-admissible-region,The Admissible Region,"The Admissible Region develops the central proposition framed by its subtitle, “Politics as phase space.”","Prior linked arguments plus chapter steps: The Questions That Actually Classify; The Missing Variable; A Constraint, Not a Position; The Admissible Region",book/07-liberty-and-governance/26-words-that-lost-their-teeth.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/04-axionic-agency/12-governance-without-gods.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/07-liberty-and-governance/05-the-grey-zone.md; book/07-liberty-and-governance/10-the-censorship-machine.md; book/07-liberty-and-governance/32-exit-to-protocol.md; book/07-liberty-and-governance/13-law-and-power.md; book/07-liberty-and-governance/30-anarchy-is-not-chaos.md; book/07-liberty-and-governance/35-axiocracy.md,Canonical book treatment of The Admissible Region: Politics as phase space.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
07-liberty-and-governance,35-axiocracy,Axiocracy,"Axiocracy is a proposed governance architecture designed to preserve plural value discovery through bounded authority, truthful signals, and exit.",Prior linked arguments plus chapter steps: What Kind of Value?; The Purchasing-Power Objection; Currencies of Commitment; The Anti-Axiocratic State,book/06-markets-and-money/04-the-price-illusion.md; book/07-liberty-and-governance/12-two-kinds-of-law.md; book/06-markets-and-money/17-mechanisms-for-honest-values.md; book/07-liberty-and-governance/32-exit-to-protocol.md; book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/04-axionic-agency/12-governance-without-gods.md; book/07-liberty-and-governance/34-the-admissible-region.md,Canonical book treatment of Axiocracy: Governance by value discovery.,"How does Axiocracy resist capture, enforce decisions, handle succession, and correct value-discovery errors without collective fiction?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
07-liberty-and-governance,36-the-price-of-breath,The Price of Breath,"The Price of Breath develops the central proposition framed by its subtitle, “A story of markets that fail better.”",Prior linked arguments plus chapter steps: see dependency chain,book/07-liberty-and-governance/35-axiocracy.md,Canonical book treatment of The Price of Breath: A story of markets that fail better.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,01-the-story-telling-ape,The Story-Telling Ape,"The Story-Telling Ape develops the central proposition framed by its subtitle, “Narrative as cognition's native format.”",Prior linked arguments plus chapter steps: The Substrate; The Fatal Decoupling; The Self as a Story; How Legend Colonizes History,book/08-culture-and-memetics/03-patterns-as-players.md; book/03-minds-and-machines/07-consciousness-explained.md; book/08-culture-and-memetics/04-exemplars-and-the-axionic-criterion.md; book/02-conditionalism/06-maps-models-understanding.md,Canonical book treatment of The Story-Telling Ape: Narrative as cognition's native format.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,02-schemas-and-groups,Schemas and Groups,"Schemas and Groups develops the central proposition framed by its subtitle, “A toy model of cultural membership.”","Prior linked arguments plus chapter steps: Two Objects, One Word; A Toy Culture; Schemas Within Schemas; What the Lattice Buys",book/02-conditionalism/08-what-beliefs-are.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/05-the-egregoric-singularity.md,Canonical book treatment of Schemas and Groups: A toy model of cultural membership.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,03-patterns-as-players,Patterns as Players,"Analyst-specified cultural pattern types can serve as units in selection models when their implementations, identity criteria, transmission or retention mechanisms, comparison class, environment, and horizon are stated.",Prior linked arguments plus chapter steps: The Wrong Unit of Analysis; What a Pattern Is; Why Patterns Win or Lose; Patterns Outlive Their Hosts,book/08-culture-and-memetics/02-schemas-and-groups.md; book/06-markets-and-money/15-the-metagame-of-incentives.md; book/08-culture-and-memetics/20-gated-realities.md; book/08-culture-and-memetics/04-exemplars-and-the-axionic-criterion.md; book/08-culture-and-memetics/06-the-geometry-of-culture.md; book/08-culture-and-memetics/26-the-oldest-attractor.md; book/05-value-and-ethics/18-the-ultimate-metagame.md,Canonical book treatment of Patterns as Players: A model of cultural persistence.,"Do the stated identity, lineage, transmission, and differential-retention mechanisms add testable causal structure beyond resemblance or host-level description?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,04-exemplars-and-the-axionic-criterion,Exemplars and the Axionic Criterion,"Exemplars and the Axionic Criterion develops the central proposition framed by its subtitle, “How patterns travel, and which deserve to.”","Prior linked arguments plus chapter steps: Exemplars as Behavioral Attractors; Lineages and the River; Reading ""Lord"" as Pattern Centrality; Coordination Through Attraction",book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/01-the-story-telling-ape.md; book/07-liberty-and-governance/28-the-conversion-of-coercion.md; book/08-culture-and-memetics/20-gated-realities.md; book/05-value-and-ethics/06-phosphorism.md; book/08-culture-and-memetics/06-the-geometry-of-culture.md,"Canonical book treatment of Exemplars and the Axionic Criterion: How patterns travel, and which deserve to.","Given the disclosed commitment to reciprocal agency, can effects on choice, coercion, and scale be assessed with explicit baselines, evidence, authority, and appeal?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,05-the-egregoric-singularity,The Egregoric Singularity,"The Egregoric Singularity develops the central proposition framed by its subtitle, “The merger already happened.”",Prior linked arguments plus chapter steps: When Culture Joined Genes; The Midwife; The Living Cave; The Faith of the Flag,book/08-culture-and-memetics/03-patterns-as-players.md; book/03-minds-and-machines/21-fluency-and-its-limits.md; book/08-culture-and-memetics/04-exemplars-and-the-axionic-criterion.md; book/08-culture-and-memetics/07-memetic-pathogens.md; book/08-culture-and-memetics/20-gated-realities.md; book/03-minds-and-machines/24-the-dialectic-catalyst.md,Canonical book treatment of The Egregoric Singularity: The merger already happened.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
08-culture-and-memetics,06-the-geometry-of-culture,The Geometry of Culture,"The Geometry of Culture develops the central proposition framed by its subtitle, “Curved landscapes and black holes.”","Prior linked arguments plus chapter steps: The Self-Curved Manifold; Four Consequences; A Related Metaphor, One Mind; Escape, and the Conceit of Immunity",book/02-conditionalism/02-all-truth-is-conditional.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/08-culture-and-memetics/20-gated-realities.md; book/08-culture-and-memetics/04-exemplars-and-the-axionic-criterion.md,Canonical book treatment of The Geometry of Culture: Curved landscapes and black holes.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,07-memetic-pathogens,Memetic Pathogens,"Memetic Pathogens develops the central proposition framed by its subtitle, “Angel's wings and burning flowers.”",Prior linked arguments plus chapter steps: The Trojan Horse of Noble Ideals; Why It Spreads; Why the Military Is a Terrible Host; The First Antidote: Relentless Empiricism,book/08-culture-and-memetics/05-the-egregoric-singularity.md; book/08-culture-and-memetics/06-the-geometry-of-culture.md; book/08-culture-and-memetics/16-exploiting-the-best-in-us.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/07-liberty-and-governance/21-against-communism.md; book/07-liberty-and-governance/22-against-utopia.md; book/04-axionic-agency/15-the-program.md; book/05-value-and-ethics/06-phosphorism.md,Canonical book treatment of Memetic Pathogens: Angel's wings and burning flowers.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,08-echoes-of-freud,Echoes of Freud,"Echoes of Freud develops the central proposition framed by its subtitle, “Anatomy of a meme complex.”","Prior linked arguments plus chapter steps: The Opaque Agent, Formalized; Depth as a Cultural Virtue; Freud as Meme Engineer; The Compressed Causal Accusation",book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/05-the-egregoric-singularity.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/08-culture-and-memetics/14-the-corruption-of-categories.md; book/08-culture-and-memetics/19-the-capture-of-the-professions.md; book/03-minds-and-machines/07-consciousness-explained.md; book/04-axionic-agency/01-beyond-alignment.md,Canonical book treatment of Echoes of Freud: Anatomy of a meme complex.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,09-dangerous-knowledge,Dangerous Knowledge,"Dangerous Knowledge develops the central proposition framed by its subtitle, “Infohazards, containment, and the contrarian ecology.”","Prior linked arguments plus chapter steps: The Illusion of the Single Ladder; Three Cases, Reframed; Containment, Not Suppression; The Carriers",book/03-minds-and-machines/15-intelligence-is-a-game-we-play.md; book/08-culture-and-memetics/21-the-forbidden-pattern.md; book/08-culture-and-memetics/10-the-grammar-of-bad-faith.md,"Canonical book treatment of Dangerous Knowledge: Infohazards, containment, and the contrarian ecology.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,10-the-grammar-of-bad-faith,The Grammar of Bad Faith,"The Grammar of Bad Faith develops the central proposition framed by its subtitle, “The tactic taxonomy, from person to poll.”",Prior linked arguments plus chapter steps: The Seven Tactics; What It Costs; The Counter-Protocol; Case One: The Rowling Treatment,book/08-culture-and-memetics/11-weaponized-labels.md; book/08-culture-and-memetics/15-enforcement-and-erasure.md; book/07-liberty-and-governance/09-where-speech-ends.md,"Canonical book treatment of The Grammar of Bad Faith: The tactic taxonomy, from person to poll.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,3,review
08-culture-and-memetics,11-weaponized-labels,Weaponized Labels,"Weaponized Labels develops the central proposition framed by its subtitle, “Motte, bailey, and shibboleth.”",Prior linked arguments plus chapter steps: The Motte; The Bailey; The Oscillation; What the Trap Costs,book/08-culture-and-memetics/10-the-grammar-of-bad-faith.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/07-liberty-and-governance/26-words-that-lost-their-teeth.md; book/08-culture-and-memetics/12-the-capture-of-words-and-time.md,"Canonical book treatment of Weaponized Labels: Motte, bailey, and shibboleth.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,2,review
08-culture-and-memetics,12-the-capture-of-words-and-time,The Capture of Words and Time,"The Capture of Words and Time develops the central proposition framed by its subtitle, “Hijacked labels, the tribunal of history, and statistical rhetoric.”",Prior linked arguments plus chapter steps: The Hijacked Label; The Tribunal That Does Not Exist; The Warning Signal; Captured Numbers,book/08-culture-and-memetics/11-weaponized-labels.md; book/07-liberty-and-governance/26-words-that-lost-their-teeth.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md; book/07-liberty-and-governance/17-agency-not-equality.md; book/07-liberty-and-governance/19-against-envy.md,"Canonical book treatment of The Capture of Words and Time: Hijacked labels, the tribunal of history, and statistical rhetoric.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,3,review
08-culture-and-memetics,13-the-wound-and-the-weapon,The Wound and the Weapon,"The Wound and the Weapon develops the central proposition framed by its subtitle, “Victimhood as currency.”",Prior linked arguments plus chapter steps: The Double Register; When Weakness Pays; The Sowell Test; The Infantilization Reflex,book/08-culture-and-memetics/11-weaponized-labels.md; book/05-value-and-ethics/15-against-moral-extortion.md; book/07-liberty-and-governance/19-against-envy.md; book/06-markets-and-money/07-the-poverty-myth.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/01-physics-of-agency/02-agency-against-drift.md; book/08-culture-and-memetics/16-exploiting-the-best-in-us.md,Canonical book treatment of The Wound and the Weapon: Victimhood as currency.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,4,review
08-culture-and-memetics,14-the-corruption-of-categories,The Corruption of Categories,"The Corruption of Categories develops the central proposition framed by its subtitle, “Classifier cant and untethered anchors.”",Prior linked arguments plus chapter steps: Platform Cant; Use and Mention; The Foggy Penalty Function; The Leak,book/07-liberty-and-governance/11-civilizational-infrastructure.md; book/08-culture-and-memetics/08-echoes-of-freud.md; book/08-culture-and-memetics/23-two-ontologies-of-gender.md; book/08-culture-and-memetics/21-the-forbidden-pattern.md,Canonical book treatment of The Corruption of Categories: Classifier cant and untethered anchors.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,2,review
08-culture-and-memetics,15-enforcement-and-erasure,Enforcement and Erasure,"Enforcement and Erasure develops the central proposition framed by its subtitle, “From silencing the speaker to erasing the record.”",Prior linked arguments plus chapter steps: Three Tiers; The Harm Is Never the Walking Away; The Terminal Stage,book/07-liberty-and-governance/08-the-listeners-right.md; book/07-liberty-and-governance/10-the-censorship-machine.md; book/08-culture-and-memetics/10-the-grammar-of-bad-faith.md; book/08-culture-and-memetics/20-gated-realities.md,Canonical book treatment of Enforcement and Erasure: From silencing the speaker to erasing the record.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,2,review
08-culture-and-memetics,16-exploiting-the-best-in-us,Exploiting the Best in Us,"Exploiting the Best in Us develops the central proposition framed by its subtitle, “Hope and dread as recruitment fuels.”","Prior linked arguments plus chapter steps: The Empathy Exploit; The Mirror Exploit: Dread; The Common Structure, and the Fix",book/08-culture-and-memetics/11-weaponized-labels.md; book/08-culture-and-memetics/14-the-corruption-of-categories.md; book/08-culture-and-memetics/15-enforcement-and-erasure.md; book/03-minds-and-machines/32-steelmanning-doom.md; book/03-minds-and-machines/30-making-sense-of-pdoom.md; book/08-culture-and-memetics/07-memetic-pathogens.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/05-value-and-ethics/06-phosphorism.md; book/05-value-and-ethics/09-what-counts-as-coercion.md,Canonical book treatment of Exploiting the Best in Us: Hope and dread as recruitment fuels.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; review this sequence for consolidation in Phase 2.,2,review
08-culture-and-memetics,17-anatomy-of-capture,Anatomy of Capture,Institutional capture occurs when selection and enforcement shift from a declared function toward preservation of a self-reinforcing pattern.,Prior linked arguments plus chapter steps: Cargo Cults; The Engine; The Vacuum; The Coping,book/08-culture-and-memetics/21-the-forbidden-pattern.md; book/02-conditionalism/05-truth-machines.md; book/08-culture-and-memetics/06-the-geometry-of-culture.md; book/08-culture-and-memetics/07-memetic-pathogens.md; book/06-markets-and-money/07-the-poverty-myth.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md,"Canonical book treatment of Anatomy of Capture: The mechanism, the vacuum, and the coping.","What observable evidence distinguishes capture from ordinary institutional disagreement, drift, specialization, or error?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
